Meal_ID,Name,Calories,Protein,Carbs,Fat,Type,Meal_Type,Goal,Tags
M0517,Grilled Chicken with Rice #517,474,40g,48g,18g,NonVeg,lunch,weight_loss,"lunch, high_protein"
M0518,Rajma Chawal #518,506,19g,65g,8g,Veg,lunch,weight_gain,"lunch, high_carb"
M0519,Paneer Bhurji with Roti #519,415,18g,30g,17g,Veg,lunch,maintenance,"lunch, protein_rich"
M0520,Moong Dal Khichdi #520,312,11g,43g,6g,Veg,dinner,weight_loss,"dinner, light"
M0521,Chicken Curry with Chapati #521,508,36g,43g,17g,NonVeg,dinner,weight_gain,"dinner, high_protein"
M0522,Vegetable Pulao with Curd #522,469,12g,55g,12g,Veg,dinner,maintenance,"dinner, balanced"
M0523,Oats with Banana #523,361,11g,55g,7g,Veg,breakfast,weight_gain,"breakfast, high_carb, weight_gain"
M0524,Poha #524,248,6g,41g,2g,Veg,breakfast,weight_loss,"breakfast, low_fat, light"
M0525,Idli with Sambar #525,290,8g,49g,2g,Veg,breakfast,maintenance,"breakfast, balanced"
M0526,Grilled Chicken with Rice #526,441,39g,45g,23g,NonVeg,lunch,weight_loss,"lunch, high_protein"
M0527,Rajma Chawal #527,494,16g,69g,11g,Veg,lunch,weight_gain,"lunch, high_carb"
M0528,Paneer Bhurji with Roti #528,421,20g,30g,13g,Veg,lunch,maintenance,"lunch, protein_rich"
M0529,Moong Dal Khichdi #529,323,11g,45g,5g,Veg,dinner,weight_loss,"dinner, light"
M0530,Chicken Curry with Chapati #530,505,35g,43g,19g,NonVeg,dinner,weight_gain,"dinner, high_protein"
M0531,Vegetable Pulao with Curd #531,469,11g,55g,7g,Veg,dinner,maintenance,"dinner, balanced"
M0532,Oats with Banana #532,329,10g,63g,6g,Veg,breakfast,weight_gain,"breakfast, high_carb, weight_gain"
M0533,Poha #533,237,8g,40g,2g,Veg,breakfast,weight_loss,"breakfast, low_fat, light"
M0534,Idli with Sambar #534,279,7g,48g,1g,Veg,breakfast,maintenance,"breakfast, balanced"
M0535,Grilled Chicken with Rice #535,467,42g,50g,20g,NonVeg,lunch,weight_loss,"lunch, high_protein"
M0536,Rajma Chawal #536,517,18g,73g,8g,Veg,lunch,weight_gain,"lunch, high_carb"
M0537,Paneer Bhurji with Roti #537,383,22g,36g,15g,Veg,lunch,maintenance,"lunch, protein_rich"
M0538,Moong Dal Khichdi #538,292,14g,41g,2g,Veg,dinner,weight_loss,"dinner, light"
M0539,Chicken Curry with Chapati #539,503,34g,40g,17g,NonVeg,dinner,weight_gain,"dinner, high_protein"
M0540,Vegetable Pulao with Curd #540,431,11g,64g,13g,Veg,dinner,maintenance,"dinner, balanced"
M0541,Oats with Banana #541,361,8g,55g,6g,Veg,breakfast,weight_gain,"breakfast, high_carb, weight_gain"
M0542,Poha #542,241,4g,42g,7g,Veg,breakfast,weight_loss,"breakfast, low_fat, light"
M0543,Idli with Sambar #543,271,8g,46g,2g,Veg,breakfast,maintenance,"breakfast, balanced"
M0544,Grilled Chicken with Rice #544,453,42g,54g,21g,NonVeg,lunch,weight_loss,"lunch, high_protein"
M0545,Rajma Chawal #545,507,18g,72g,7g,Veg,lunch,weight_gain,"lunch, high_carb"
M0546,Paneer Bhurji with Roti #546,381,22g,38g,18g,Veg,lunch,maintenance,"lunch, protein_rich"
M0547,Moong Dal Khichdi #547,314,11g,44g,6g,Veg,dinner,weight_loss,"dinner, light"
M0548,Chicken Curry with Chapati #548,496,33g,35g,15g,NonVeg,dinner,weight_gain,"dinner, high_protein"
M0549,Vegetable Pulao with Curd #549,465,10g,63g,7g,Veg,dinner,maintenance,"dinner, balanced"
M0550,Oats with Banana #550,346,10g,58g,2g,Veg,breakfast,weight_gain,"breakfast, high_carb, weight_gain"
M0551,Poha #551,252,6g,41g,4g,Veg,breakfast,weight_loss,"breakfast, low_fat, light"
M0552,Idli with Sambar #552,317,7g,49g,4g,Veg,breakfast,maintenance,"breakfast, balanced"
M0553,Grilled Chicken with Rice #553,420,38g,55g,20g,NonVeg,lunch,weight_loss,"lunch, high_protein"
M0554,Rajma Chawal #554,525,19g,70g,5g,Veg,lunch,weight_gain,"lunch, high_carb"
M0555,Paneer Bhurji with Roti #555,396,18g,32g,16g,Veg,lunch,maintenance,"lunch, protein_rich"
M0556,Moong Dal Khichdi #556,329,13g,48g,7g,Veg,dinner,weight_loss,"dinner, light"
M0557,Chicken Curry with Chapati #557,516,36g,38g,21g,NonVeg,dinner,weight_gain,"dinner, high_protein"
M0558,Vegetable Pulao with Curd #558,420,8g,64g,8g,Veg,dinner,maintenance,"dinner, balanced"
M0559,Oats with Banana #559,365,8g,58g,7g,Veg,breakfast,weight_gain,"breakfast, high_carb, weight_gain"
M0560,Poha #560,253,8g,42g,5g,Veg,breakfast,weight_loss,"breakfast, low_fat, light"
M0561,Idli with Sambar #561,297,10g,55g,5g,Veg,breakfast,maintenance,"breakfast, balanced"
M0562,Grilled Chicken with Rice #562,479,42g,51g,17g,NonVeg,lunch,weight_loss,"lunch, high_protein"
M0563,Rajma Chawal #563,508,17g,71g,8g,Veg,lunch,weight_gain,"lunch, high_carb"
M0564,Paneer Bhurji with Roti #564,393,20g,40g,17g,Veg,lunch,maintenance,"lunch, protein_rich"
M0565,Moong Dal Khichdi #565,298,13g,44g,6g,Veg,dinner,weight_loss,"dinner, light"
M0566,Chicken Curry with Chapati #566,495,33g,35g,15g,NonVeg,dinner,weight_gain,"dinner, high_protein"
M0567,Vegetable Pulao with Curd #567,446,12g,57g,10g,Veg,dinner,maintenance,"dinner, balanced"
M0568,Oats with Banana #568,335,11g,64g,7g,Veg,breakfast,weight_gain,"breakfast, high_carb, weight_gain"
M0569,Poha #569,227,6g,44g,6g,Veg,breakfast,weight_loss,"breakfast, low_fat, light"
M0570,Idli with Sambar #570,272,7g,52g,6g,Veg,breakfast,maintenance,"breakfast, balanced"
M0571,Grilled Chicken with Rice #571,448,40g,54g,17g,NonVeg,lunch,weight_loss,"lunch, high_protein"
M0572,Rajma Chawal #572,494,16g,70g,8g,Veg,lunch,weight_gain,"lunch, high_carb"
M0573,Paneer Bhurji with Roti #573,430,21g,30g,18g,Veg,lunch,maintenance,"lunch, protein_rich"
M0574,Moong Dal Khichdi #574,319,14g,47g,6g,Veg,dinner,weight_loss,"dinner, light"
M0575,Chicken Curry with Chapati #575,507,37g,45g,18g,NonVeg,dinner,weight_gain,"dinner, high_protein"
M0576,Vegetable Pulao with Curd #576,438,10g,63g,10g,Veg,dinner,maintenance,"dinner, balanced"
M0577,Oats with Banana #577,359,12g,63g,5g,Veg,breakfast,weight_gain,"breakfast, high_carb, weight_gain"
M0578,Poha #578,220,5g,41g,7g,Veg,breakfast,weight_loss,"breakfast, low_fat, light"
M0579,Idli with Sambar #579,273,6g,54g,1g,Veg,breakfast,maintenance,"breakfast, balanced"
M0580,Grilled Chicken with Rice #580,459,40g,55g,21g,NonVeg,lunch,weight_loss,"lunch, high_protein"
M0581,Rajma Chawal #581,495,16g,65g,5g,Veg,lunch,weight_gain,"lunch, high_carb"
M0582,Paneer Bhurji with Roti #582,390,21g,30g,13g,Veg,lunch,maintenance,"lunch, protein_rich"
M0583,Moong Dal Khichdi #583,311,11g,45g,7g,Veg,dinner,weight_loss,"dinner, light"
M0584,Chicken Curry with Chapati #584,530,34g,36g,16g,NonVeg,dinner,weight_gain,"dinner, high_protein"
M0585,Vegetable Pulao with Curd #585,456,8g,62g,9g,Veg,dinner,maintenance,"dinner, balanced"
M0586,Oats with Banana #586,367,12g,61g,2g,Veg,breakfast,weight_gain,"breakfast, high_carb, weight_gain"
M0587,Poha #587,268,7g,42g,7g,Veg,breakfast,weight_loss,"breakfast, low_fat, light"
M0588,Idli with Sambar #588,304,8g,49g,1g,Veg,breakfast,maintenance,"breakfast, balanced"
M0589,Grilled Chicken with Rice #589,477,42g,45g,23g,NonVeg,lunch,weight_loss,"lunch, high_protein"
M0590,Rajma Chawal #590,510,18g,68g,5g,Veg,lunch,weight_gain,"lunch, high_carb"
M0591,Paneer Bhurji with Roti #591,430,21g,31g,18g,Veg,lunch,maintenance,"lunch, protein_rich"
M0592,Moong Dal Khichdi #592,282,10g,40g,2g,Veg,dinner,weight_loss,"dinner, light"
M0593,Chicken Curry with Chapati #593,525,36g,45g,19g,NonVeg,dinner,weight_gain,"dinner, high_protein"
M0594,Vegetable Pulao with Curd #594,433,10g,64g,12g,Veg,dinner,maintenance,"dinner, balanced"
M0595,Oats with Banana #595,320,12g,60g,5g,Veg,breakfast,weight_gain,"breakfast, high_carb, weight_gain"
M0596,Poha #596,274,6g,42g,3g,Veg,breakfast,weight_loss,"breakfast, low_fat, light"
M0597,Idli with Sambar #597,329,8g,46g,1g,Veg,breakfast,maintenance,"breakfast, balanced"
M0598,Grilled Chicken with Rice #598,476,39g,45g,17g,NonVeg,lunch,weight_loss,"lunch, high_protein"
M0599,Rajma Chawal #599,515,19g,75g,7g,Veg,lunch,weight_gain,"lunch, high_carb"
M0600,Paneer Bhurji with Roti #600,399,19g,34g,17g,Veg,lunch,maintenance,"lunch, protein_rich"
M0601,Moong Dal Khichdi #601,293,10g,49g,7g,Veg,dinner,weight_loss,"dinner, light"
M0602,Chicken Curry with Chapati #602,527,35g,36g,21g,NonVeg,dinner,weight_gain,"dinner, high_protein"
M0603,Vegetable Pulao with Curd #603,421,9g,57g,11g,Veg,dinner,maintenance,"dinner, balanced"
M0604,Oats with Banana #604,366,8g,63g,3g,Veg,breakfast,weight_gain,"breakfast, high_carb, weight_gain"
M0605,Poha #605,272,5g,40g,2g,Veg,breakfast,weight_loss,"breakfast, low_fat, light"
M0606,Idli with Sambar #606,316,9g,52g,4g,Veg,breakfast,maintenance,"breakfast, balanced"
M0607,Grilled Chicken with Rice #607,457,40g,46g,22g,NonVeg,lunch,weight_loss,"lunch, high_protein"
M0608,Rajma Chawal #608,516,16g,73g,9g,Veg,lunch,weight_gain,"lunch, high_carb"
M0609,Paneer Bhurji with Roti #609,413,18g,34g,18g,Veg,lunch,maintenance,"lunch, protein_rich"
M0610,Moong Dal Khichdi #610,312,10g,46g,5g,Veg,dinner,weight_loss,"dinner, light"
M0611,Chicken Curry with Chapati #611,508,34g,43g,15g,NonVeg,dinner,weight_gain,"dinner, high_protein"
M0612,Vegetable Pulao with Curd #612,460,12g,56g,12g,Veg,dinner,maintenance,"dinner, balanced"
M0613,Oats with Banana #613,341,8g,55g,3g,Veg,breakfast,weight_gain,"breakfast, high_carb, weight_gain"
M0614,Poha #614,257,8g,35g,2g,Veg,breakfast,weight_loss,"breakfast, low_fat, light"
M0615,Idli with Sambar #615,302,10g,45g,5g,Veg,breakfast,maintenance,"breakfast, balanced"
M0616,Grilled Chicken with Rice #616,466,40g,49g,21g,NonVeg,lunch,weight_loss,"lunch, high_protein"
M0617,Rajma Chawal #617,491,16g,67g,8g,Veg,lunch,weight_gain,"lunch, high_carb"
M0618,Paneer Bhurji with Roti #618,429,18g,38g,16g,Veg,lunch,maintenance,"lunch, protein_rich"
M0619,Moong Dal Khichdi #619,270,13g,47g,7g,Veg,dinner,weight_loss,"dinner, light"
M0620,Chicken Curry with Chapati #620,508,33g,43g,17g,NonVeg,dinner,weight_gain,"dinner, high_protein"
M0621,Vegetable Pulao with Curd #621,450,8g,60g,10g,Veg,dinner,maintenance,"dinner, balanced"
M0622,Oats with Banana #622,349,9g,63g,7g,Veg,breakfast,weight_gain,"breakfast, high_carb, weight_gain"
M0623,Poha #623,257,7g,37g,6g,Veg,breakfast,weight_loss,"breakfast, low_fat, light"
M0624,Idli with Sambar #624,317,6g,52g,1g,Veg,breakfast,maintenance,"breakfast, balanced"
M0625,Grilled Chicken with Rice #625,429,38g,46g,18g,NonVeg,lunch,weight_loss,"lunch, high_protein"
M0626,Rajma Chawal #626,505,19g,67g,11g,Veg,lunch,weight_gain,"lunch, high_carb"
M0627,Paneer Bhurji with Roti #627,430,22g,33g,13g,Veg,lunch,maintenance,"lunch, protein_rich"
M0628,Moong Dal Khichdi #628,308,10g,49g,7g,Veg,dinner,weight_loss,"dinner, light"
M0629,Chicken Curry with Chapati #629,513,35g,44g,18g,NonVeg,dinner,weight_gain,"dinner, high_protein"
M0630,Vegetable Pulao with Curd #630,469,10g,56g,9g,Veg,dinner,maintenance,"dinner, balanced"
M0631,Oats with Banana #631,324,11g,61g,8g,Veg,breakfast,weight_gain,"breakfast, high_carb, weight_gain"
M0632,Poha #632,226,7g,38g,6g,Veg,breakfast,weight_loss,"breakfast, low_fat, light"
M0633,Idli with Sambar #633,299,7g,48g,4g,Veg,breakfast,maintenance,"breakfast, balanced"
M0634,Grilled Chicken with Rice #634,435,39g,54g,17g,NonVeg,lunch,weight_loss,"lunch, high_protein"
M0635,Rajma Chawal #635,524,18g,75g,11g,Veg,lunch,weight_gain,"lunch, high_carb"
M0636,Paneer Bhurji with Roti #636,382,20g,36g,15g,Veg,lunch,maintenance,"lunch, protein_rich"
M0637,Moong Dal Khichdi #637,313,11g,47g,4g,Veg,dinner,weight_loss,"dinner, light"
M0638,Chicken Curry with Chapati #638,489,36g,40g,18g,NonVeg,dinner,weight_gain,"dinner, high_protein"
M0639,Vegetable Pulao with Curd #639,427,9g,61g,12g,Veg,dinner,maintenance,"dinner, balanced"
M0640,Oats with Banana #640,358,12g,57g,3g,Veg,breakfast,weight_gain,"breakfast, high_carb, weight_gain"
M0641,Poha #641,272,8g,42g,2g,Veg,breakfast,weight_loss,"breakfast, low_fat, light"
M0642,Idli with Sambar #642,285,6g,54g,5g,Veg,breakfast,maintenance,"breakfast, balanced"
M0643,Grilled Chicken with Rice #643,455,42g,48g,23g,NonVeg,lunch,weight_loss,"lunch, high_protein"
M0644,Rajma Chawal #644,517,18g,75g,5g,Veg,lunch,weight_gain,"lunch, high_carb"
M0645,Paneer Bhurji with Roti #645,409,18g,30g,16g,Veg,lunch,maintenance,"lunch, protein_rich"
M0646,Moong Dal Khichdi #646,321,10g,50g,1g,Veg,dinner,weight_loss,"dinner, light"
M0647,Chicken Curry with Chapati #647,479,37g,41g,19g,NonVeg,dinner,weight_gain,"dinner, high_protein"
M0648,Vegetable Pulao with Curd #648,471,10g,64g,11g,Veg,dinner,maintenance,"dinner, balanced"
M0649,Oats with Banana #649,321,10g,59g,3g,Veg,breakfast,weight_gain,"breakfast, high_carb, weight_gain"
M0650,Poha #650,220,6g,35g,7g,Veg,breakfast,weight_loss,"breakfast, low_fat, light"
M0651,Idli with Sambar #651,320,7g,49g,1g,Veg,breakfast,maintenance,"breakfast, balanced"
M0652,Grilled Chicken with Rice #652,437,40g,51g,20g,NonVeg,lunch,weight_loss,"lunch, high_protein"
M0653,Rajma Chawal #653,490,20g,70g,8g,Veg,lunch,weight_gain,"lunch, high_carb"
M0654,Paneer Bhurji with Roti #654,384,19g,30g,15g,Veg,lunch,maintenance,"lunch, protein_rich"
M0655,Moong Dal Khichdi #655,322,10g,42g,1g,Veg,dinner,weight_loss,"dinner, light"
M0656,Chicken Curry with Chapati #656,504,37g,42g,17g,NonVeg,dinner,weight_gain,"dinner, high_protein"
M0657,Vegetable Pulao with Curd #657,438,8g,61g,8g,Veg,dinner,maintenance,"dinner, balanced"
M0658,Oats with Banana #658,344,8g,65g,5g,Veg,breakfast,weight_gain,"breakfast, high_carb, weight_gain"
M0659,Poha #659,238,8g,39g,4g,Veg,breakfast,weight_loss,"breakfast, low_fat, light"
M0660,Idli with Sambar #660,272,10g,49g,1g,Veg,breakfast,maintenance,"breakfast, balanced"
M0661,Grilled Chicken with Rice #661,435,40g,46g,21g,NonVeg,lunch,weight_loss,"lunch, high_protein"
M0662,Rajma Chawal #662,503,18g,71g,11g,Veg,lunch,weight_gain,"lunch, high_carb"
M0663,Paneer Bhurji with Roti #663,426,21g,32g,15g,Veg,lunch,maintenance,"lunch, protein_rich"
M0664,Moong Dal Khichdi #664,303,10g,40g,5g,Veg,dinner,weight_loss,"dinner, light"
M0665,Chicken Curry with Chapati #665,525,35g,37g,15g,NonVeg,dinner,weight_gain,"dinner, high_protein"
M0666,Vegetable Pulao with Curd #666,477,9g,58g,10g,Veg,dinner,maintenance,"dinner, balanced"
M0667,Oats with Banana #667,368,8g,65g,6g,Veg,breakfast,weight_gain,"breakfast, high_carb, weight_gain"
M0668,Poha #668,262,5g,36g,2g,Veg,breakfast,weight_loss,"breakfast, low_fat, light"
M0669,Idli with Sambar #669,288,9g,53g,4g,Veg,breakfast,maintenance,"breakfast, balanced"
M0670,Grilled Chicken with Rice #670,478,39g,53g,18g,NonVeg,lunch,weight_loss,"lunch, high_protein"
M0671,Rajma Chawal #671,507,18g,75g,10g,Veg,lunch,weight_gain,"lunch, high_carb"
M0672,Paneer Bhurji with Roti #672,401,21g,30g,16g,Veg,lunch,maintenance,"lunch, protein_rich"
M0673,Moong Dal Khichdi #673,300,14g,40g,2g,Veg,dinner,weight_loss,"dinner, light"
M0674,Chicken Curry with Chapati #674,499,37g,45g,20g,NonVeg,dinner,weight_gain,"dinner, high_protein"
M0675,Vegetable Pulao with Curd #675,439,12g,58g,10g,Veg,dinner,maintenance,"dinner, balanced"
M0676,Oats with Banana #676,338,10g,59g,2g,Veg,breakfast,weight_gain,"breakfast, high_carb, weight_gain"
M0677,Poha #677,232,5g,39g,3g,Veg,breakfast,weight_loss,"breakfast, low_fat, light"
M0678,Idli with Sambar #678,313,9g,53g,4g,Veg,breakfast,maintenance,"breakfast, balanced"
M0679,Grilled Chicken with Rice #679,460,41g,47g,23g,NonVeg,lunch,weight_loss,"lunch, high_protein"
M0680,Rajma Chawal #680,479,17g,75g,7g,Veg,lunch,weight_gain,"lunch, high_carb"
M0681,Paneer Bhurji with Roti #681,371,19g,34g,16g,Veg,lunch,maintenance,"lunch, protein_rich"
M0682,Moong Dal Khichdi #682,281,13g,41g,1g,Veg,dinner,weight_loss,"dinner, light"
M0683,Chicken Curry with Chapati #683,519,33g,43g,15g,NonVeg,dinner,weight_gain,"dinner, high_protein"
M0684,Vegetable Pulao with Curd #684,450,8g,60g,8g,Veg,dinner,maintenance,"dinner, balanced"
M0685,Oats with Banana #685,340,8g,59g,4g,Veg,breakfast,weight_gain,"breakfast, high_carb, weight_gain"
M0686,Poha #686,250,5g,40g,3g,Veg,breakfast,weight_loss,"breakfast, low_fat, light"
M0687,Idli with Sambar #687,322,8g,54g,3g,Veg,breakfast,maintenance,"breakfast, balanced"
M0688,Grilled Chicken with Rice #688,436,39g,54g,23g,NonVeg,lunch,weight_loss,"lunch, high_protein"
M0689,Rajma Chawal #689,510,19g,74g,11g,Veg,lunch,weight_gain,"lunch, high_carb"
M0690,Paneer Bhurji with Roti #690,411,19g,33g,17g,Veg,lunch,maintenance,"lunch, protein_rich"
M0691,Moong Dal Khichdi #691,307,12g,48g,6g,Veg,dinner,weight_loss,"dinner, light"
M0692,Chicken Curry with Chapati #692,520,36g,36g,15g,NonVeg,dinner,weight_gain,"dinner, high_protein"
M0693,Vegetable Pulao with Curd #693,428,8g,55g,13g,Veg,dinner,maintenance,"dinner, balanced"
M0694,Oats with Banana #694,352,10g,60g,7g,Veg,breakfast,weight_gain,"breakfast, high_carb, weight_gain"
M0695,Poha #695,232,6g,39g,5g,Veg,breakfast,weight_loss,"breakfast, low_fat, light"
M0696,Idli with Sambar #696,324,6g,49g,6g,Veg,breakfast,maintenance,"breakfast, balanced"
M0697,Grilled Chicken with Rice #697,425,42g,47g,19g,NonVeg,lunch,weight_loss,"lunch, high_protein"
M0698,Rajma Chawal #698,529,18g,70g,6g,Veg,lunch,weight_gain,"lunch, high_carb"
M0699,Paneer Bhurji with Roti #699,410,22g,37g,12g,Veg,lunch,maintenance,"lunch, protein_rich"
M0700,Moong Dal Khichdi #700,271,13g,41g,5g,Veg,dinner,weight_loss,"dinner, light"
M0701,Chicken Curry with Chapati #701,497,36g,45g,18g,NonVeg,dinner,weight_gain,"dinner, high_protein"
M0702,Vegetable Pulao with Curd #702,427,12g,63g,12g,Veg,dinner,maintenance,"dinner, balanced"
M0703,Oats with Banana #703,333,8g,56g,3g,Veg,breakfast,weight_gain,"breakfast, high_carb, weight_gain"
M0704,Poha #704,273,7g,37g,1g,Veg,breakfast,weight_loss,"breakfast, low_fat, light"
M0705,Idli with Sambar #705,270,7g,52g,1g,Veg,breakfast,maintenance,"breakfast, balanced"
M0706,Grilled Chicken with Rice #706,440,39g,49g,20g,NonVeg,lunch,weight_loss,"lunch, high_protein"
M0707,Rajma Chawal #707,506,18g,66g,7g,Veg,lunch,weight_gain,"lunch, high_carb"
M0708,Paneer Bhurji with Roti #708,381,19g,30g,15g,Veg,lunch,maintenance,"lunch, protein_rich"
M0709,Moong Dal Khichdi #709,328,14g,49g,6g,Veg,dinner,weight_loss,"dinner, light"
M0710,Chicken Curry with Chapati #710,474,35g,38g,19g,NonVeg,dinner,weight_gain,"dinner, high_protein"
M0711,Vegetable Pulao with Curd #711,429,9g,59g,11g,Veg,dinner,maintenance,"dinner, balanced"
M0712,Oats with Banana #712,342,12g,63g,6g,Veg,breakfast,weight_gain,"breakfast, high_carb, weight_gain"
M0713,Poha #713,230,8g,38g,6g,Veg,breakfast,weight_loss,"breakfast, low_fat, light"
M0714,Idli with Sambar #714,280,7g,53g,4g,Veg,breakfast,maintenance,"breakfast, balanced"
M0715,Grilled Chicken with Rice #715,437,40g,52g,19g,NonVeg,lunch,weight_loss,"lunch, high_protein"
M0716,Rajma Chawal #716,494,16g,72g,9g,Veg,lunch,weight_gain,"lunch, high_carb"
M0717,Paneer Bhurji with Roti #717,425,20g,33g,12g,Veg,lunch,maintenance,"lunch, protein_rich"
M0718,Moong Dal Khichdi #718,301,12g,50g,1g,Veg,dinner,weight_loss,"dinner, light"
M0719,Chicken Curry with Chapati #719,480,37g,38g,15g,NonVeg,dinner,weight_gain,"dinner, high_protein"
M0720,Vegetable Pulao with Curd #720,451,11g,60g,12g,Veg,dinner,maintenance,"dinner, balanced"
M0721,Oats with Banana #721,333,12g,63g,6g,Veg,breakfast,weight_gain,"breakfast, high_carb, weight_gain"
M0722,Poha #722,276,4g,35g,2g,Veg,breakfast,weight_loss,"breakfast, low_fat, light"
M0723,Idli with Sambar #723,324,8g,51g,1g,Veg,breakfast,maintenance,"breakfast, balanced"
M0724,Grilled Chicken with Rice #724,475,39g,47g,20g,NonVeg,lunch,weight_loss,"lunch, high_protein"
M0725,Rajma Chawal #725,473,16g,73g,7g,Veg,lunch,weight_gain,"lunch, high_carb"
M0726,Paneer Bhurji with Roti #726,406,19g,32g,14g,Veg,lunch,maintenance,"lunch, protein_rich"
M0727,Moong Dal Khichdi #727,277,14g,41g,3g,Veg,dinner,weight_loss,"dinner, light"
M0728,Chicken Curry with Chapati #728,499,33g,37g,15g,NonVeg,dinner,weight_gain,"dinner, high_protein"
M0729,Vegetable Pulao with Curd #729,430,10g,62g,8g,Veg,dinner,maintenance,"dinner, balanced"
M0730,Oats with Banana #730,358,12g,57g,6g,Veg,breakfast,weight_gain,"breakfast, high_carb, weight_gain"
M0731,Poha #731,241,6g,41g,4g,Veg,breakfast,weight_loss,"breakfast, low_fat, light"
M0732,Idli with Sambar #732,285,10g,46g,5g,Veg,breakfast,maintenance,"breakfast, balanced"
M0733,Grilled Chicken with Rice #733,429,38g,55g,23g,NonVeg,lunch,weight_loss,"lunch, high_protein"
M0734,Rajma Chawal #734,478,17g,71g,6g,Veg,lunch,weight_gain,"lunch, high_carb"
M0735,Paneer Bhurji with Roti #735,372,18g,31g,13g,Veg,lunch,maintenance,"lunch, protein_rich"
M0736,Moong Dal Khichdi #736,297,14g,44g,5g,Veg,dinner,weight_loss,"dinner, light"
M0737,Chicken Curry with Chapati #737,528,33g,43g,21g,NonVeg,dinner,weight_gain,"dinner, high_protein"
M0738,Vegetable Pulao with Curd #738,460,12g,58g,12g,Veg,dinner,maintenance,"dinner, balanced"
M0739,Oats with Banana #739,359,11g,63g,8g,Veg,breakfast,weight_gain,"breakfast, high_carb, weight_gain"
M0740,Poha #740,275,4g,42g,5g,Veg,breakfast,weight_loss,"breakfast, low_fat, light"
M0741,Idli with Sambar #741,308,9g,50g,3g,Veg,breakfast,maintenance,"breakfast, balanced"
M0742,Grilled Chicken with Rice #742,463,40g,55g,17g,NonVeg,lunch,weight_loss,"lunch, high_protein"
M0743,Rajma Chawal #743,517,20g,72g,7g,Veg,lunch,weight_gain,"lunch, high_carb"
M0744,Paneer Bhurji with Roti #744,398,19g,32g,13g,Veg,lunch,maintenance,"lunch, protein_rich"
M0745,Moong Dal Khichdi #745,291,13g,49g,1g,Veg,dinner,weight_loss,"dinner, light"
M0746,Chicken Curry with Chapati #746,471,36g,38g,20g,NonVeg,dinner,weight_gain,"dinner, high_protein"
M0747,Vegetable Pulao with Curd #747,437,8g,55g,10g,Veg,dinner,maintenance,"dinner, balanced"
M0748,Oats with Banana #748,357,8g,60g,4g,Veg,breakfast,weight_gain,"breakfast, high_carb, weight_gain"
M0749,Poha #749,266,8g,39g,6g,Veg,breakfast,weight_loss,"breakfast, low_fat, light"
M0750,Idli with Sambar #750,328,10g,55g,1g,Veg,breakfast,maintenance,"breakfast, balanced"
M0751,Grilled Chicken with Rice #751,448,40g,49g,19g,NonVeg,lunch,weight_loss,"lunch, high_protein"
M0752,Rajma Chawal #752,508,19g,67g,5g,Veg,lunch,weight_gain,"lunch, high_carb"
M0753,Paneer Bhurji with Roti #753,416,18g,32g,14g,Veg,lunch,maintenance,"lunch, protein_rich"
M0754,Moong Dal Khichdi #754,294,11g,44g,7g,Veg,dinner,weight_loss,"dinner, light"
M0755,Chicken Curry with Chapati #755,505,37g,41g,19g,NonVeg,dinner,weight_gain,"dinner, high_protein"
M0756,Vegetable Pulao with Curd #756,441,9g,61g,11g,Veg,dinner,maintenance,"dinner, balanced"
M0757,Oats with Banana #757,367,11g,58g,5g,Veg,breakfast,weight_gain,"breakfast, high_carb, weight_gain"
M0758,Poha #758,223,7g,40g,1g,Veg,breakfast,weight_loss,"breakfast, low_fat, light"
M0759,Idli with Sambar #759,284,9g,47g,5g,Veg,breakfast,maintenance,"breakfast, balanced"
M0760,Grilled Chicken with Rice #760,435,38g,48g,18g,NonVeg,lunch,weight_loss,"lunch, high_protein"
M0761,Rajma Chawal #761,525,18g,65g,8g,Veg,lunch,weight_gain,"lunch, high_carb"
M0762,Paneer Bhurji with Roti #762,410,19g,40g,12g,Veg,lunch,maintenance,"lunch, protein_rich"
M0763,Moong Dal Khichdi #763,305,13g,46g,7g,Veg,dinner,weight_loss,"dinner, light"
M0764,Chicken Curry with Chapati #764,506,35g,35g,19g,NonVeg,dinner,weight_gain,"dinner, high_protein"
M0765,Vegetable Pulao with Curd #765,469,9g,62g,13g,Veg,dinner,maintenance,"dinner, balanced"
M0766,Oats with Banana #766,358,9g,58g,7g,Veg,breakfast,weight_gain,"breakfast, high_carb, weight_gain"
M0767,Poha #767,275,4g,39g,7g,Veg,breakfast,weight_loss,"breakfast, low_fat, light"
M0768,Idli with Sambar #768,301,9g,46g,2g,Veg,breakfast,maintenance,"breakfast, balanced"
M0769,Grilled Chicken with Rice #769,479,41g,48g,22g,NonVeg,lunch,weight_loss,"lunch, high_protein"
M0770,Rajma Chawal #770,523,18g,75g,11g,Veg,lunch,weight_gain,"lunch, high_carb"
M0771,Paneer Bhurji with Roti #771,424,22g,33g,14g,Veg,lunch,maintenance,"lunch, protein_rich"
M0772,Moong Dal Khichdi #772,321,11g,44g,1g,Veg,dinner,weight_loss,"dinner, light"
M0773,Chicken Curry with Chapati #773,523,36g,45g,21g,NonVeg,dinner,weight_gain,"dinner, high_protein"
M0774,Vegetable Pulao with Curd #774,480,10g,59g,13g,Veg,dinner,maintenance,"dinner, balanced"
